1625128546.338640590, 1
1625128546.340950789, 2
1625128546.342117630, 3
1625128546.344699025, 4
1625128753.693196102, 1
1625128753.701946927, 2
1625128753.707504049, 3
1625128753.715261197, 4
1625128852.696084027, 1
1625128852.708656238, 2
1625128852.720059693, 3
1625128852.721323708, 4
1625128901.276122292, 1
1625128901.277348682, 2
1625128901.278268351, 3
1625128901.282473306, 4
1625128911.292787496, 5
1625128911.294285764, 6
1625128911.298610485, 7
1625128911.298610548, 8
1625128921.342559552, 9
1625128921.348445653, 10
1625128995.695684905, 1
1625128995.696500240, 2
1625128995.697773334, 3
1625128995.698672955, 4
1625129005.710139591, 5
1625129005.712531915, 7
1625129005.712771702, 6
1625129005.714732214, 8
1625129015.726415580, 9
1625129015.727348903, 10
1625129276.439607460, 10
1625129276.441005086, 20
1625129276.442613061, 30
1625129276.444001423, 40
1625129286.455076706, 50
1625129296.467027709, 60
1625129356.522233881, 10
1625129306.476438755, 70
1625129316.478272590, 80
1625129336.499183599, 90
1625129450.136796298, 10
1625129571.984509628, 10
1625129571.986505998, 20
1625129690.018558215, 10
1625129690.031299246, 20
1625129722.515040552, 10
1625129722.519216642, 20
1625129722.521165961, 30
1625129722.522038607, 40
1625129732.530489472, 50
1625129847.972483187, 10
1625129847.972393437, 20
1625130439.976790702, 10
1625130464.338777697, 10
1625130464.338777685, 20
1625130464.339395424, 30
1625130464.341001637, 40
